firstname,total_male,total_female,prob_male,prob_female,total_names,male_75,female_75,male_95,female_95
"ROY",253,2,.9921569,.0078431,255,1,0,1,0
"DOROTHY",0,275,0,1,275,0,1,0,1
"MANNY",269,2,.9926199,.0073801,271,1,0,1,0
"CANDICE",0,192,0,1,192,0,1,0,1
"DOMINIQUE",37,199,.1567797,.8432204,236,0,1,0,0
"FRANCIS",238,30,.8880597,.1119403,268,1,0,0,0
"KATRINA",1,221,.0045045,.9954955,222,0,1,0,1
"DIEGO",278,0,1,0,278,1,0,1,0
"RICHIE",271,3,.9890511,.0109489,274,1,0,1,0
"INGRID",0,239,0,1,239,0,1,0,1
"TATIANA",2,222,.0089286,.9910714,224,0,1,0,1
"DEAN",224,2,.9911504,.0088496,226,1,0,1,0
"DWAYNE",294,0,1,0,294,1,0,1,0
"CARA",0,182,0,1,182,0,1,0,1
"DEE",89,166,.3490196,.6509804,255,0,0,0,0
"MARCIA",1,266,.0037453,.9962547,267,0,1,0,1
"SOPHIE",0,180,0,1,180,0,1,0,1
"SHAUN",220,7,.969163,.030837,227,1,0,1,0
"ZACHARY",212,0,1,0,212,1,0,1,0
"ARI",172,24,.877551,.122449,196,1,0,0,0
"TROY",268,5,.981685,.018315,273,1,0,1,0
"EDGAR",264,0,1,0,264,1,0,1,0
"FRANKIE",242,20,.9236641,.0763359,262,1,0,0,0
"MAYA",3,153,.0192308,.9807692,156,0,1,0,1
"DERRICK",263,0,1,0,263,1,0,1,0
"JEANNE",0,247,0,1,247,0,1,0,1
"SALVATORE",276,0,1,0,276,1,0,1,0
"LYDIA",0,219,0,1,219,0,1,0,1
"NADINE",0,239,0,1,239,0,1,0,1
"ROBYN",3,191,.0154639,.9845361,194,0,1,0,1
"NORA",0,186,0,1,186,0,1,0,1
"ROSEMARY",0,256,0,1,256,0,1,0,1
"PATTY",2,217,.0091324,.9908676,219,0,1,0,1
"PHYLLIS",0,288,0,1,288,0,1,0,1
"ALBERTO",285,1,.9965035,.0034965,286,1,0,1,0
"SEBASTIAN",229,0,1,0,229,1,0,1,0
"BETSY",0,208,0,1,208,0,1,0,1
"LILLIAN",1,246,.0040486,.9959514,247,0,1,0,1
"EMMANUEL",254,0,1,0,254,1,0,1,0
"IRINA",0,205,0,1,205,0,1,0,1
"DEVON",161,50,.7630332,.2369668,211,1,0,0,0
"NOAH",194,1,.9948718,.0051282,195,1,0,1,0
"STANLEY",245,2,.9919028,.0080972,247,1,0,1,0
"DYLAN",192,11,.9458128,.0541872,203,1,0,0,0
"JACLYN",0,151,0,1,151,0,1,0,1
"SHERRY",0,207,0,1,207,0,1,0,1
"ANGELICA",0,227,0,1,227,0,1,0,1
"BRIDGET",0,169,0,1,169,0,1,0,1
"ROSS",199,2,.9900498,.0099502,201,1,0,1,0
"EBONY",0,235,0,1,235,0,1,0,1
"RAMON",268,0,1,0,268,1,0,1,0
"RUBÃ‰N",237,0,1,0,237,1,0,1,0
"DAISY",1,216,.0046083,.9953917,217,0,1,0,1
"CHARLOTTE",1,186,.0053476,.9946524,187,0,1,0,1
"TREVOR",224,0,1,0,224,1,0,1,0
"MARVIN",243,0,1,0,243,1,0,1,0
"MAURICE",251,1,.9960318,.0039683,252,1,0,1,0
"MADELINE",0,234,0,1,234,0,1,0,1
"EDUARDO",241,0,1,0,241,1,0,1,0
"GENE",229,3,.987069,.012931,232,1,0,1,0
"MIA",0,196,0,1,196,0,1,0,1
"PRISCILLA",0,203,0,1,203,0,1,0,1
"LUZ",1,247,.0040323,.9959677,248,0,1,0,1
"ROSEMARIE",0,249,0,1,249,0,1,0,1
"SERGIO",241,0,1,0,241,1,0,1,0
"WHITNEY",13,170,.0710383,.9289618,183,0,1,0,0
"LEON",217,0,1,0,217,1,0,1,0
"PAOLA",1,195,.005102,.994898,196,0,1,0,1
"PABLO",225,0,1,0,225,1,0,1,0
"SHARI",1,179,.0055556,.9944444,180,0,1,0,1
"RONNIE",168,67,.7148936,.2851064,235,0,0,0,0
"ABIGAIL",0,165,0,1,165,0,1,0,1
"RAÃ_L",235,2,.9915612,.0084388,237,1,0,1,0
"ALEXA",0,154,0,1,154,0,1,0,1
"ELISA",0,176,0,1,176,0,1,0,1
"ETHAN",196,1,.9949238,.0050761,197,1,0,1,0
"JOCELYN",4,166,.0235294,.9764706,170,0,1,0,1
"MELINDA",1,185,.0053763,.9946237,186,0,1,0,1
"MARYANN",0,221,0,1,221,0,1,0,1
"OLIVER",198,0,1,0,198,1,0,1,0
"STUART",215,0,1,0,215,1,0,1,0
"CECILIA",0,196,0,1,196,0,1,0,1
"KRISTINE",0,172,0,1,172,0,1,0,1
"ISABEL",0,192,0,1,192,0,1,0,1
"ALEJANDRO",208,0,1,0,208,1,0,1,0
"AVI",168,2,.9882353,.0117647,170,1,0,1,0
"JEROME",243,2,.9918367,.0081633,245,1,0,1,0
"DORIS",2,219,.0090498,.9909502,221,0,1,0,1
"FRAN",11,217,.0482456,.9517544,228,0,1,0,1
"CORY",154,14,.9166667,.0833333,168,1,0,0,0
"MARLON",228,0,1,0,228,1,0,1,0
"LIZA",0,175,0,1,175,0,1,0,1
"CHARLENE",0,199,0,1,199,0,1,0,1
"KRYSTAL",0,191,0,1,191,0,1,0,1
"TANIA",0,154,0,1,154,0,1,0,1
"DOREEN",0,230,0,1,230,0,1,0,1
"STELLA",1,186,.0053476,.9946524,187,0,1,0,1
"CHUCK",216,2,.9908257,.0091743,218,1,0,1,0
"JAN",115,86,.5721393,.4278607,201,0,0,0,0
"LINA",0,180,0,1,180,0,1,0,1
"ANTOINETTE",0,197,0,1,197,0,1,0,1
"PAM",0,173,0,1,173,0,1,0,1
"RÃ“DNEY",221,0,1,0,221,1,0,1,0
"JESÃ_S",235,3,.9873949,.012605,238,1,0,1,0
"WILSON",199,3,.9851485,.0148515,202,1,0,1,0
"JUSTINE",2,134,.0147059,.9852941,136,0,1,0,1
"BERNADETTE",0,212,0,1,212,0,1,0,1
"CURTIS",229,2,.991342,.008658,231,1,0,1,0
"BEVERLY",0,249,0,1,249,0,1,0,1
"LOUISE",0,210,0,1,210,0,1,0,1
"SAMMY",164,26,.8631579,.1368421,190,1,0,0,0
"AHMED",198,0,1,0,198,1,0,1,0
"LARA",0,139,0,1,139,0,1,0,1
"KRIS",127,47,.729885,.2701149,174,0,0,0,0
"DEVIN",139,27,.8373494,.1626506,166,1,0,0,0
"LOU",185,19,.9068627,.0931373,204,1,0,0,0
"MARIANNE",0,172,0,1,172,0,1,0,1
"NOEL",185,22,.8937198,.1062802,207,1,0,0,0
"CALVIN",214,0,1,0,214,1,0,1,0
"MEG",0,135,0,1,135,0,1,0,1
"CHRISTY",2,139,.0141844,.9858156,141,0,1,0,1
"MARISOL",0,215,0,1,215,0,1,0,1
"GABRIELA",0,151,0,1,151,0,1,0,1
"LANCE",196,0,1,0,196,1,0,1,0
"RACHAEL",0,150,0,1,150,0,1,0,1
"GIOVANNI",211,4,.9813954,.0186047,215,1,0,1,0
"MINDY",0,172,0,1,172,0,1,0,1
"NATE",191,3,.9845361,.0154639,194,1,0,1,0
"ALLAN",213,0,1,0,213,1,0,1,0
"KARL",179,0,1,0,179,1,0,1,0
"TYRONE",242,0,1,0,242,1,0,1,0
"GUY",188,1,.994709,.005291,189,1,0,1,0
"MARSHA",1,193,.0051546,.9948454,194,0,1,0,1
"WARREN",206,2,.9903846,.0096154,208,1,0,1,0
"KELVIN",213,1,.9953271,.0046729,214,1,0,1,0
"JENNIE",0,147,0,1,147,0,1,0,1
"MITCHELL",203,3,.9854369,.0145631,206,1,0,1,0
"JAMAL",204,0,1,0,204,1,0,1,0
"KAYLA",0,128,0,1,128,0,1,0,1
"NICOLÃÅS",189,0,1,0,189,1,0,1,0
"AUSTIN",160,7,.9580838,.0419162,167,1,0,1,0
"KARLA",1,167,.0059524,.9940476,168,0,1,0,1
"MOHAMED",221,2,.9910314,.0089686,223,1,0,1,0
"GERARD",212,0,1,0,212,1,0,1,0
"DEANNA",0,147,0,1,147,0,1,0,1
"KAY",40,122,.2469136,.7530864,162,0,1,0,0
"FREDDY",197,0,1,0,197,1,0,1,0
"JUNIOR",208,1,.9952153,.0047847,209,1,0,1,0
"ERICK",213,0,1,0,213,1,0,1,0
"MARITZA",0,178,0,1,178,0,1,0,1
"MIMI",1,158,.0062893,.9937107,159,0,1,0,1
"NORMA",1,212,.0046948,.9953052,213,0,1,0,1
"CARLY",2,135,.0145985,.9854015,137,0,1,0,1
"HAROLD",220,0,1,0,220,1,0,1,0
"RHONDA",0,193,0,1,193,0,1,0,1
"SHELLY",6,167,.0346821,.9653179,173,0,1,0,1
"ALANA",0,132,0,1,132,0,1,0,1
"AIMEE",1,118,.0084034,.9915966,119,0,1,0,1
"ANASTASIA",0,148,0,1,148,0,1,0,1
"DOMINICK",194,2,.9897959,.0102041,196,1,0,1,0
"VICKI",1,159,.00625,.99375,160,0,1,0,1
"MARGARITA",0,178,0,1,178,0,1,0,1
"MANDY",1,142,.006993,.993007,143,0,1,0,1
"DARRYL",193,3,.9846939,.0153061,196,1,0,1,0
"DARLENE",0,200,0,1,200,0,1,0,1
"MOHAMMED",193,1,.9948454,.0051546,194,1,0,1,0
"RANDI",3,139,.0211268,.9788733,142,0,1,0,1
"LENNY",173,10,.9453552,.0546448,183,1,0,0,0
"ROMAN",164,1,.9939394,.0060606,165,1,0,1,0
"BERNARD",186,0,1,0,186,1,0,1,0
"FRANCINE",0,189,0,1,189,0,1,0,1
"DAMIAN",193,0,1,0,193,1,0,1,0
"JUNE",19,171,.1,.9,190,0,1,0,0
"SOFIA",0,160,0,1,160,0,1,0,1
"XAVIER",179,2,.9889503,.0110497,181,1,0,1,0
"ORLANDO",194,0,1,0,194,1,0,1,0
"ZOE",3,129,.0227273,.9772727,132,0,1,0,1
"KURT",186,0,1,0,186,1,0,1,0
"LEIGH",20,107,.1574803,.8425197,127,0,1,0,0
"TERRI",2,172,.0114943,.9885057,174,0,1,0,1
"LENA",0,122,0,1,122,0,1,0,1
"NATHANIEL",168,1,.9940829,.0059172,169,1,0,1,0
"STEFAN",167,0,1,0,167,1,0,1,0
"ELISE",0,132,0,1,132,0,1,0,1
"RENE",154,31,.8324324,.1675676,185,1,0,0,0
"TASHA",1,182,.0054645,.9945355,183,0,1,0,1
"GERALD",199,0,1,0,199,1,0,1,0
"JASMIN",5,156,.0310559,.9689441,161,0,1,0,1
"MARTA",0,151,0,1,151,0,1,0,1
"AISHA",0,164,0,1,164,0,1,0,1
"SHANA",0,154,0,1,154,0,1,0,1
"KAT",0,132,0,1,132,0,1,0,1
"PATRICE",24,147,.1403509,.8596491,171,0,1,0,0
"GREGG",148,0,1,0,148,1,0,1,0
"SILVIA",0,140,0,1,140,0,1,0,1
"DEIRDRE",0,136,0,1,136,0,1,0,1
"PIERRE",167,2,.9881657,.0118343,169,1,0,1,0
"ALVIN",186,0,1,0,186,1,0,1,0
"JERMAINE",198,1,.9949749,.0050251,199,1,0,1,0
"KATY",0,117,0,1,117,0,1,0,1
"AMIT",160,2,.9876543,.0123457,162,1,0,1,0
"JANELLE",0,133,0,1,133,0,1,0,1
"JO",29,128,.1847134,.8152866,157,0,1,0,0
"TEDDY",148,3,.9801325,.0198676,151,1,0,1,0
"BORIS",156,0,1,0,156,1,0,1,0
"CHRISSY",0,121,0,1,121,0,1,0,1
"CHLOE",0,124,0,1,124,0,1,0,1
"ROBERTA",0,184,0,1,184,0,1,0,1
"ZACK",141,0,1,0,141,1,0,1,0
"KAREEM",184,0,1,0,184,1,0,1,0
"PAULINE",0,148,0,1,148,0,1,0,1
"MARCOS",180,0,1,0,180,1,0,1,0
"SUNNY",103,46,.6912752,.3087248,149,0,0,0,0
"BRENT",156,0,1,0,156,1,0,1,0
"IGOR",159,0,1,0,159,1,0,1,0
"ROSIE",0,149,0,1,149,0,1,0,1
"SPENCER",116,1,.991453,.008547,117,1,0,1,0
"AMELIA",1,132,.0075188,.9924812,133,0,1,0,1
"MARJORIE",1,171,.005814,.994186,172,0,1,0,1
"TAMIKA",0,152,0,1,152,0,1,0,1
"KRISTA",0,118,0,1,118,0,1,0,1
"LUCAS",165,2,.9880239,.011976,167,1,0,1,0
"BRADLEY",148,0,1,0,148,1,0,1,0
"JEANINE",0,128,0,1,128,0,1,0,1
"HILARY",3,105,.0277778,.9722222,108,0,1,0,1
"KRISTY",0,115,0,1,115,0,1,0,1
"TERRENCE",176,1,.9943503,.0056497,177,1,0,1,0
"YESENIA",0,140,0,1,140,0,1,0,1
"DOMINIC",151,1,.9934211,.0065789,152,1,0,1,0
"GLADYS",0,182,0,1,182,0,1,0,1
"ALLIE",4,90,.0425532,.9574468,94,0,1,0,1
"BLAKE",116,17,.8721805,.1278196,133,1,0,0,0
"BRIANNA",0,110,0,1,110,0,1,0,1
"BENNY",155,3,.9810126,.0189873,158,1,0,1,0
"KERRI",1,118,.0084034,.9915966,119,0,1,0,1
"CLARA",0,130,0,1,130,0,1,0,1
"GUSTAVO",158,1,.9937107,.0062893,159,1,0,1,0
"IVY",1,121,.0081967,.9918033,122,0,1,0,1
"ROXANNE",0,146,0,1,146,0,1,0,1
"GISELLE",0,148,0,1,148,0,1,0,1
"MELVIN",173,1,.9942529,.0057471,174,1,0,1,0
"MONA",1,142,.006993,.993007,143,0,1,0,1
"STAN",159,4,.9754601,.0245399,163,1,0,1,0
"VLADIMIR",170,2,.9883721,.0116279,172,1,0,1,0
"CORINNE",0,121,0,1,121,0,1,0,1
"LÃ‰ONARD",180,2,.989011,.010989,182,1,0,1,0
"AJ",127,10,.9270073,.0729927,137,1,0,0,0
"NATHALIE",0,116,0,1,116,0,1,0,1
"CHRISTIE",0,114,0,1,114,0,1,0,1
"MELODY",1,145,.0068493,.9931507,146,0,1,0,1
"MERCEDES",0,149,0,1,149,0,1,0,1
"MITCH",149,1,.9933333,.0066667,150,1,0,1,0
"ALISA",0,106,0,1,106,0,1,0,1
"HILLARY",3,105,.0277778,.9722222,108,0,1,0,1
"JEANNETTE",0,151,0,1,151,0,1,0,1
"LANA",0,122,0,1,122,0,1,0,1
"ANNMARIE",2,146,.0135135,.9864865,148,0,1,0,1
"ELLIOT",132,0,1,0,132,1,0,1,0
"GABRIELLA",0,107,0,1,107,0,1,0,1
"KIRK",142,3,.9793103,.0206897,145,1,0,1,0
"MOSHE",126,0,1,0,126,1,0,1,0
"NORMAN",176,0,1,0,176,1,0,1,0
"GABE",118,0,1,0,118,1,0,1,0
"JULIANA",0,110,0,1,110,0,1,0,1
"KIRSTEN",2,100,.0196078,.9803922,102,0,1,0,1
"MONIKA",0,117,0,1,117,0,1,0,1
"EVE",0,128,0,1,128,0,1,0,1
"JADE",7,99,.0660377,.9339623,106,0,1,0,0
"FLORENCE",0,156,0,1,156,0,1,0,1
"MARTY",139,12,.9205298,.0794702,151,1,0,0,0
"ENRIQUE",168,0,1,0,168,1,0,1,0
"ILANA",0,99,0,1,99,0,1,0,1
"ARIELLE",0,101,0,1,101,0,1,0,1
"ALFRED",154,1,.9935484,.0064516,155,1,0,1,0
"CAMERON",117,18,.8666667,.1333333,135,1,0,0,0
"FATIMA",1,121,.0081967,.9918033,122,0,1,0,1
"MAYRA",0,143,0,1,143,0,1,0,1
"ANGELINA",0,137,0,1,137,0,1,0,1
"SUSIE",0,106,0,1,106,0,1,0,1
"CANDACE",0,118,0,1,118,0,1,0,1
"DALE",105,39,.7291667,.2708333,144,0,0,0,0
"HÃ‰LÃˆNE",0,134,0,1,134,0,1,0,1
"MARION",11,133,.0763889,.9236111,144,0,1,0,0
"PAIGE",2,107,.0183486,.9816514,109,0,1,0,1
"SERENA",0,116,0,1,116,0,1,0,1
"WILLIE",157,5,.9691358,.0308642,162,1,0,1,0
"IRA",137,9,.9383562,.0616438,146,1,0,0,0
"RUDY",136,2,.9855072,.0144928,138,1,0,1,0
"MARA",1,91,.0108696,.9891304,92,0,1,0,1
"NICKY",65,58,.5284553,.4715447,123,0,0,0,0
"GORDON",135,4,.971223,.028777,139,1,0,1,0
"MAURICIO",133,0,1,0,133,1,0,1,0
"MARI",0,106,0,1,106,0,1,0,1
"SHELLEY",3,124,.023622,.976378,127,0,1,0,1
"FIONA",1,105,.009434,.990566,106,0,1,0,1
"JEANNIE",0,135,0,1,135,0,1,0,1
"RUBY",5,118,.0406504,.9593496,123,0,1,0,1
"DAMON",130,1,.9923664,.0076336,131,1,0,1,0
"FRANKLIN",155,4,.9748428,.0251572,159,1,0,1,0
"KELSEY",5,82,.0574713,.9425287,87,0,1,0,0
"JODY",30,92,.2459016,.7540984,122,0,1,0,0
"NEAL",136,2,.9855072,.0144928,138,1,0,1,0
"TONYA",1,135,.0073529,.9926471,136,0,1,0,1
"ALINA",0,95,0,1,95,0,1,0,1
"GERALDINE",0,131,0,1,131,0,1,0,1
"MOHAMMAD",144,1,.9931034,.0068966,145,1,0,1,0
"DENIS",124,5,.9612403,.0387597,129,1,0,1,0
"GILLIAN",0,93,0,1,93,0,1,0,1
"KENDRA",0,110,0,1,110,0,1,0,1
"MARIANA",0,119,0,1,119,0,1,0,1
"DANIELLA",0,103,0,1,103,0,1,0,1
"KING",136,2,.9855072,.0144928,138,1,0,1,0
"MIKEY",125,4,.9689922,.0310078,129,1,0,1,0
"OWEN",129,0,1,0,129,1,0,1,0
"LUCIA",0,109,0,1,109,0,1,0,1
"BECCA",0,87,0,1,87,0,1,0,1
"CAROLE",0,156,0,1,156,0,1,0,1
"CASSIE",0,104,0,1,104,0,1,0,1
"DAMIEN",128,1,.9922481,.0077519,129,1,0,1,0
"DANI",31,67,.3163265,.6836734,98,0,0,0,0
"ELISABETH",0,103,0,1,103,0,1,0,1
"FABIÃÅN",134,1,.9925926,.0074074,135,1,0,1,0
"PATTI",1,121,.0081967,.9918033,122,0,1,0,1
"CELESTE",1,134,.0074074,.9925926,135,0,1,0,1
"KARIN",0,99,0,1,99,0,1,0,1
"SHERYL",0,125,0,1,125,0,1,0,1
"BELINDA",0,123,0,1,123,0,1,0,1
"DARA",5,87,.0543478,.9456522,92,0,1,0,0
"LOURDES",0,132,0,1,132,0,1,0,1
"MILLIE",1,144,.0068966,.9931034,145,0,1,0,1
"LESLEY",7,95,.0686275,.9313725,102,0,1,0,0
"WINNIE",0,100,0,1,100,0,1,0,1
"FAITH",2,109,.018018,.981982,111,0,1,0,1
"LA",26,98,.2096774,.7903226,124,0,1,0,0
"LOUIE",131,1,.9924242,.0075758,132,1,0,1,0
"ALFREDO",150,0,1,0,150,1,0,1,0
"ALISSA",0,77,0,1,77,0,1,0,1
"MEL",79,36,.6869565,.3130435,115,0,0,0,0
"DIANNE",0,125,0,1,125,0,1,0,1
"LISSETTE",0,129,0,1,129,0,1,0,1
"MARIBEL",0,127,0,1,127,0,1,0,1
"NICOLA",39,76,.3391304,.6608695,115,0,0,0,0
"CRISTIAN",140,4,.9722222,.0277778,144,1,0,1,0
"LORETTA",1,131,.0075758,.9924242,132,0,1,0,1
"LYNNE",0,126,0,1,126,0,1,0,1
"YOUNG",113,17,.8692307,.1307692,130,1,0,0,0
"CODY",103,12,.8956522,.1043478,115,1,0,0,0
"TRISHA",0,104,0,1,104,0,1,0,1
"YAEL",4,107,.036036,.963964,111,0,1,0,1
"GLEN",129,2,.9847328,.0152672,131,1,0,1,0
"HOPE",2,119,.0165289,.9834711,121,0,1,0,1
"MAY",3,83,.0348837,.9651163,86,0,1,0,1
"ROCHELLE",0,134,0,1,134,0,1,0,1
"TANISHA",0,114,0,1,114,0,1,0,1
"GEORGIA",0,109,0,1,109,0,1,0,1
"NIGEL",123,2,.984,.016,125,1,0,1,0
"AMIR",126,1,.992126,.007874,127,1,0,1,0
"ANTON",131,1,.9924242,.0075758,132,1,0,1,0
"KRISTI",1,74,.0133333,.9866667,75,0,1,0,1
"LOIS",1,137,.0072464,.9927536,138,0,1,0,1
"DOLORES",0,147,0,1,147,0,1,0,1
"AIDA",0,131,0,1,131,0,1,0,1
"ELEANOR",0,108,0,1,108,0,1,0,1
"LUISA",0,115,0,1,115,0,1,0,1
"WESLEY",120,1,.9917355,.0082645,121,1,0,1,0
"ANTOINE",124,0,1,0,124,1,0,1,0
"ISRAEL",144,2,.9863014,.0136986,146,1,0,1,0
"LEONARDO",135,0,1,0,135,1,0,1,0
"NOELLE",1,87,.0113636,.9886364,88,0,1,0,1
"PRINCE",139,0,1,0,139,1,0,1,0
"EDDY",121,3,.9758065,.0241935,124,1,0,1,0
"ERNEST",137,2,.9856115,.0143885,139,1,0,1,0
"REGINALD",147,0,1,0,147,1,0,1,0
"GIL",105,2,.9813084,.0186916,107,1,0,1,0
"HUGO",121,1,.9918033,.0081967,122,1,0,1,0
"JIN",68,36,.6538461,.3461539,104,0,0,0,0
"MAURA",0,72,0,1,72,0,1,0,1
"BLAIR",27,65,.2934783,.7065217,92,0,0,0,0
"LIAM",118,2,.9833333,.0166667,120,1,0,1,0
"MALCOLM",116,1,.991453,.008547,117,1,0,1,0
"ABRAHAM",123,0,1,0,123,1,0,1,0
"ARIANA",0,84,0,1,84,0,1,0,1
"ELLIE",2,95,.0206186,.9793814,97,0,1,0,1
"HELENA",0,89,0,1,89,0,1,0,1
"MIRANDA",0,94,0,1,94,0,1,0,1
"BEATRICE",0,116,0,1,116,0,1,0,1
"DUSTIN",109,1,.9909091,.0090909,110,1,0,1,0
"GEOFFREY",100,0,1,0,100,1,0,1,0
"JAMEL",132,4,.9705882,.0294118,136,1,0,1,0
"REGGIE",127,4,.9694657,.0305344,131,1,0,1,0
"SHELDON",138,0,1,0,138,1,0,1,0
"VERA",1,102,.0097087,.9902912,103,0,1,0,1
"BRIANA",0,73,0,1,73,0,1,0,1
"FELIPE",118,1,.9915966,.0084034,119,1,0,1,0
"GENEVIEVE",0,89,0,1,89,0,1,0,1
"MARGIE",0,118,0,1,118,0,1,0,1
"TERENCE",119,0,1,0,119,1,0,1,0
"MARIAN",5,124,.0387597,.9612403,129,0,1,0,1
"ELANA",0,80,0,1,80,0,1,0,1
"FREDERICK",130,0,1,0,130,1,0,1,0
"ILYA",110,1,.990991,.009009,111,1,0,1,0
"YELENA",0,92,0,1,92,0,1,0,1
"KERI",2,88,.0222222,.9777778,90,0,1,0,1
"CARLO",110,0,1,0,110,1,0,1,0
"GAVIN",103,0,1,0,103,1,0,1,0
"ELIAS",112,0,1,0,112,1,0,1,0
"LOLA",1,105,.009434,.990566,106,0,1,0,1
"CLIFF",119,0,1,0,119,1,0,1,0
"NICHOLE",0,106,0,1,106,0,1,0,1
"MALIK",130,1,.9923664,.0076336,131,1,0,1,0
"NANA",41,78,.3445378,.6554622,119,0,0,0,0
"RODRIGO",117,0,1,0,117,1,0,1,0
"ARMANDO",116,0,1,0,116,1,0,1,0
"LORENA",1,97,.0102041,.9897959,98,0,1,0,1
"SYDNEY",16,66,.1951219,.8048781,82,0,1,0,0
"GRANT",85,6,.9340659,.0659341,91,1,0,0,0
"JULISSA",0,102,0,1,102,0,1,0,1
"KAI",81,15,.84375,.15625,96,1,0,0,0
"LYNDA",1,116,.008547,.991453,117,0,1,0,1
"YAN",51,45,.53125,.46875,96,0,0,0,0
"ALISHA",0,109,0,1,109,0,1,0,1
"BELLA",1,113,.0087719,.991228,114,0,1,0,1
"ELYSE",1,93,.0106383,.9893617,94,0,1,0,1
"LADY",0,135,0,1,135,0,1,0,1
"PENNY",0,112,0,1,112,0,1,0,1
"RAJ",112,0,1,0,112,1,0,1,0
"ALEJANDRA",0,104,0,1,104,0,1,0,1
"KELLI",0,89,0,1,89,0,1,0,1
"DAPHNE",1,92,.0107527,.9892473,93,0,1,0,1
"GEOFF",88,0,1,0,88,1,0,1,0
"MO",81,17,.8265306,.1734694,98,1,0,0,0
"PERRY",110,6,.9482759,.0517241,116,1,0,0,0
"SONYA",0,96,0,1,96,0,1,0,1
"AGNÃˆS",0,105,0,1,105,0,1,0,1
"ALLYSON",1,83,.0119048,.9880952,84,0,1,0,1
"DARRELL",119,0,1,0,119,1,0,1,0
"DUANE",127,1,.9921875,.0078125,128,1,0,1,0
"RAPHAEL",118,1,.9915966,.0084034,119,1,0,1,0
"SHEENA",1,103,.0096154,.9903846,104,0,1,0,1
"AILEEN",0,91,0,1,91,0,1,0,1
"ELVIS",124,0,1,0,124,1,0,1,0
"JULIET",1,96,.0103093,.9896907,97,0,1,0,1
"GARRETT",105,3,.9722222,.0277778,108,1,0,1,0
"TRISH",0,82,0,1,82,0,1,0,1
"VALENTINA",1,84,.0117647,.9882353,85,0,1,0,1
"MAXINE",0,110,0,1,110,0,1,0,1
"MILTON",127,1,.9921875,.0078125,128,1,0,1,0
"RAVI",101,0,1,0,101,1,0,1,0
"CELIA",0,90,0,1,90,0,1,0,1
"IVETTE",0,109,0,1,109,0,1,0,1
"LLOYD",130,1,.9923664,.0076336,131,1,0,1,0
"LORENZO",101,0,1,0,101,1,0,1,0
"MICHAL",30,53,.3614458,.6385542,83,0,0,0,0
"BETHANY",0,79,0,1,79,0,1,0,1
"ELLA",0,94,0,1,94,0,1,0,1
"GRETCHEN",0,99,0,1,99,0,1,0,1
"HASSAN",114,0,1,0,114,1,0,1,0
"LILIANA",0,95,0,1,95,0,1,0,1
"SHIRA",0,69,0,1,69,0,1,0,1
"TOBY",70,36,.6603774,.3396226,106,0,0,0,0
"ALYSON",0,64,0,1,64,0,1,0,1
"DEB",2,82,.0238095,.9761904,84,0,1,0,1
"RORY",81,20,.8019802,.1980198,101,1,0,0,0
"YANA",1,85,.0116279,.9883721,86,0,1,0,1
"CANDY",5,102,.046729,.953271,107,0,1,0,1
"GUILLERMO",109,1,.9909091,.0090909,110,1,0,1,0
"NELLY",6,109,.0521739,.9478261,115,0,1,0,0
"ROLAND",108,0,1,0,108,1,0,1,0
"STÃ‰PHAN",116,0,1,0,116,1,0,1,0
"WINSTON",116,0,1,0,116,1,0,1,0
"CLARE",2,70,.0277778,.9722222,72,0,1,0,1
"DAMARIS",0,104,0,1,104,0,1,0,1
"ISABELLA",0,87,0,1,87,0,1,0,1
"JANA",0,91,0,1,91,0,1,0,1
"ROBBIE",89,11,.89,.11,100,1,0,0,0
"STEPH",5,60,.0769231,.9230769,65,0,1,0,0
"TALIA",0,57,0,1,57,0,1,0,1
"DARYL",100,10,.9090909,.0909091,110,1,0,0,0
"KAITLIN",0,68,0,1,68,0,1,0,1
"MEAGHAN",0,67,0,1,67,0,1,0,1
"VITO",107,1,.9907407,.0092593,108,1,0,1,0
"LEA",0,84,0,1,84,0,1,0,1
"SYED",110,3,.9734513,.0265487,113,1,0,1,0
"VINCE",103,1,.9903846,.0096154,104,1,0,1,0
"GIUSEPPE",124,0,1,0,124,1,0,1,0
"RACHELLE",1,86,.0114943,.9885057,87,0,1,0,1
"DWIGHT",109,0,1,0,109,1,0,1,0
"ELIZA",0,69,0,1,69,0,1,0,1
"GUS",107,0,1,0,107,1,0,1,0
"GILBERT",110,2,.9821429,.0178571,112,1,0,1,0
"MILDRED",0,121,0,1,121,0,1,0,1
"GIGI",3,81,.0357143,.9642857,84,0,1,0,1
"KAITLYN",0,65,0,1,65,0,1,0,1
"MINA",18,57,.24,.76,75,0,1,0,0
"SHERI",0,88,0,1,88,0,1,0,1
"BEATRIZ",0,93,0,1,93,0,1,0,1
"BYRON",105,0,1,0,105,1,0,1,0
"LEWIS",102,2,.9807692,.0192308,104,1,0,1,0
"ANTONIA",0,94,0,1,94,0,1,0,1
"BRYANT",94,1,.9894737,.0105263,95,1,0,1,0
"DARNELL",111,2,.9823009,.0176991,113,1,0,1,0
"YASMIN",1,84,.0117647,.9882353,85,0,1,0,1
"ARNOLD",110,1,.990991,.009009,111,1,0,1,0
"GWEN",0,87,0,1,87,0,1,0,1
"MISSY",0,90,0,1,90,0,1,0,1
