author,firstname,gender
"KRISHNA PALEPU","KRISHNA","Male"
"A. BURAK GUÌˆNER","BURAK","Male"
"ALAN OLMSTEAD","ALAN","Male"
"BARRY WEINGAST","BARRY","Male"
"DOUGLASS NORTH","DOUGLASS","Male"
"MARK CARLSON","MARK","Male"
"PETRA MOSER","PETRA","Female"
"TODD NEUMANN","TODD","Male"
"ETHAN LEWIS","ETHAN","Male"
"LEAH PLATT BOUSTAN","LEAH","Female"
"GARY RICHARDSON","GARY","Male"
"DAVID JACKS","DAVID","Male"
"STACY SNEERINGER","STACY","Female"
"CHIAKI MORIGUCHI","CHIAKI","Female"
"SHAWN E. KANTOR","SHAWN","Male"
"TODD SORENSEN","TODD","Male"
"ANNE CARLOS","ANNE","Female"
"KRISTEN WANDSCHNEIDER","KRISTEN","Female"
"MARC LAW","MARC","Male"
"TROY DAVIG","TROY","Male"
"FAITH GUVENEN","FAITH","Female"
"SIMI KEDIA","SIMI","Female"
"THOMAS PHILPPON","THOMAS","Male"
"KEI-MU YI","KE","Male"
"ABHIJIT BANERJEE","ABHIJIT","Male"
"ALEXANDER MONGE-NARANJO","ALEXANDER","Male"
"VERONICA GUERRIERII","VERONICA","Female"
"GIAN-LUCA CLEMENTI","GIA","Female"
"JOSEPH ZEIRA","JOSEPH","Male"
"FRITZ FOLEY","FRITZ","Male"
"DIANA HICKS","DIANA","Female"
"RAY FISMAN","RAY","Male"
"KAMAL SAGGI","KAMAL","Male"
"MIKE SCHERER","MIKE","Male"
"DENNIS YAO","DENNIS","Male"
"LORI ROSENKOPF","LORI","Female"
"ALFONSO GAMBARDELLA","ALFONSO","Male"
"THOMAS HELLMANN","THOMAS","Male"
"BART VERSPAGEN","BART","Male"
"STUART GRAHAM","STUART","Male"
"ETHAN KAPSTEIN","ETHAN","Male"
"THIERRY MAYER","THIERRY","Male"
"JEFFREY CLEMENS","JEFFREY","Male"
"CHRISTOPHER THORNBERG","CHRISTOPHER","Male"
"ALBERTO ABADIE","ALBERTO","Male"
"JAVIER GARDEAZABAL","JAVIER","Male"
"M. DANIELE PASERMAN","DANIELE","Male"
"DAVID JAEGER","DAVID","Male"
"WOJCIECH KOPCZUK","WOJCIECH","Male"
"CLAUDIA MARTINEZ","CLAUDIA","Female"
"ESTELLE DAUCHY","ESTELLE","Female"
"SP KOTHARI","SP","Male"
"MARTIN LJUNGE","MARTIN","Male"
"FRANCISCO MARTORELL","FRANCISCO","Male"
"JEROME VANDENBUSSCHE","JEROME","Male"
"PAM GROSSMAN","PAM","Female"
"JIM WYCKOFF","JIM","Male"
"HAMP LANKFORD","HAMP","Male"
"DON BOYD","DON","Male"
"HEATHER ROYER","HEATHER","Female"
"WEILI DING","WEILI","Female"
"J. NIELS ROSENQUIST","NIELS","Male"
"STEVEN LEHRER","STEVEN","Male"
"ROBERT MENDELSOHN","ROBERT","Male"
"ROGER H. VON HAEFEN","ROGER","Male"
"WENDY MORRISON","WENDY","Female"
"JENNIFER MURDOCK","JENNIFER","Female"
"JOSEPH HERRIGES","JOSEPH","Male"
"ROBERTON WILLIAMS III","ROBERTON","Male"
"EREN INCI","EREN","Male"
"YANN BRAMOULLE","YANN","Male"
"NICOLAS TREICH","NICOLAS","Male"
"MARCY BURCHFIELD","MARCY","Female"
"MATTHEW TURNER","MATTHEW","Male"
"DIEGO PUGA","DIEGO","Male"
"TRUDY CAMERON","TRUDY","Female"
"DANIEL PHANEUF","DANIEL","Male"
"KERRY SMITH","KERRY","Male"
"RAYMOND PALMQUIST","RAYMOND","Male"
"WINSTON HARRINGTON","WINSTON","Male"
"SPENCER BANZHAF","SPENCER","Male"
"RANDALL WALSH","RANDALL","Male"
"WILLIAM WHEELER","WILLIAM","Male"
"JOHN HOROWITZ","JOHN","Male"
"JOEL HUBER","JOEL","Male"
"LINDA BUI","LINDA","Female"
"CATHERINE KLING","CATHERINE","Female"
"ELIZABETH KOPITS","ELIZABETH","Female"
"PHILIPPE-EMMANUEL PETALAS","PHILIPP","Male"
"LYNDA KHALAF","LYNDA","Female"
"MARAL KICHIAN","MARAL","Female"
"JEAN-MARIE DUFOUR","JEA","Male"
"DENNIS KRISTENSEN","DENNIS","Male"
"RONALD GALLANT","RONALD","Male"
"ROBERT MCCULLOCH","ROBERT","Male"
"RAFAEL WOUTERS","RAFAEL","Male"
"FRANK SMETS","FRANK","Male"
"MARCO DEL NEGRO","MARCO","Male"
"TIM BOLLERSLEV","TIM","Male"
"JEAN ABRAHAM","JEAN","Female"
"JEFFREY MIRON","JEFFREY","Male"
"CHRISTOPHER JENCKS","CHRISTOPHER","Male"
"ANDREW LEIGH","ANDREW","Male"
"NEERAJ SOOD","NEERAJ","Male"
"CHAD MEYEROEFER","CHAD","Male"
"DAVID NEWHOUSE","DAVID","Male"
"ROSALIE PACULA","ROSALIE","Female"
"BEAU KILMER","BEAU","Male"
"FRANK CHALOUPKA","FRANK","Male"
"ANDREW ATKESON","ANDREW","Male"
"THOMAS J. SARGENT","THOMAS","Male"
"JESUS FERNANDEZ-VILLAVERDE","JESUS","Male"
"JUAN F. RUBIO-RAMIREZ","JUAN","Male"
"ROB VIGFUSSON","ROB","Male"
"FLORIN BILBIIE","FLORIN","Male"
"BORAGAN ARUOBA","BORAGAN","Male"
"CHRIS WALLER","CHRIS","Male"
"HENRY SIU","HENRY","Male"
"LEVON BARSEGHYAN","LEVON","Male"
"JUSTINE HASTINGS","JUSTINE","Female"
"DAVID GENESOVE","DAVID","Male"
"MATTHEW WHITE","MATTHEW","Male"
"FRANK WOLAK","FRANK","Male"
"TOM HOLMES","TOM","Male"
"KAI-UWE KUHN","KA","Male"
"CHRISTOS GENAKOS","CHRISTOS","Male"
"ANDREW SWEETING","ANDREW","Male"
"MATHIAS DEWATRIPONT","MATHIAS","Male"
"BENJAMIN JONES","BENJAMIN","Male"
"BENHAMIN CHIAO","BENHAMIN","Male"
"TIMOTHY SIMCOE","TIMOTHY","Male"
"CHRISTOPHER SNYDER","CHRISTOPHER","Male"
"KENNETH SINGLETON","KENNETH","Male"
"FABRIZIO PERRI","FABRIZIO","Male"
"MICHAEL TOMZ","MICHAEL","Male"
"VIVIAN YUE","VIVIAN","Female"
"JING ZHANG","JING","Female"
"FREDERIC LAMBERT","FREDERIC","Male"
"DAVID BACKUS","DAVID","Male"
"MANUEL AMADOR","MANUEL","Male"
"CARLOS VEGH","CARLOS","Male"
"P. MARCELO OVIEDO","MARCELO","Male"
"KAREN LEWIS","KAREN","Female"
"AKITO MATSUMOTO","AKITO","Male"
"PHILIPPE BACCHETTA","PHILIPPE","Male"
"ROMAIN RANCIERE","ROMAIN","Male"
"AARON TORNELL","AARON","Male"
"STEPHEN MORRIS","STEPHEN","Male"
"ROBERTO CHANG","ROBERTO","Male"
"BERNARDO GUIMARAES","BERNARDO","Male"
"JAUME VENTURA","JAUME","Male"
"MICHAEL DEVEREUX","MICHAEL","Male"
"SHOUYONG SHI","SHOUYONG","Male"
"ANDRES RODRIGUEZ CLARE","ANDRES","Male"
"THOMAS CHANEY","THOMAS","Male"
"RODNEY LUDEMA","RODNEY","Male"
"ANA MARIA MAYDA","ANA","Female"
"JUAN CARLOS HALLAK","JUAN","Male"
"MATILDE BOMBARDINI","MATILDE","Female"
"HIAU LOOI KEE","HIAU","Female"
"ALESSANDRO NICITA","ALESSANDRO","Male"
"MARCELO OLARREAGA","MARCELO","Male"
"ERIC VERHOOGEN","ERIC","Male"
"DANIEL STURM","DANIEL","Male"
"STEPHEN REDDING","STEPHEN","Male"
"CAGLAR OZDEN","CAGLAR","Male"
"CAROLINE FREUND","CAROLINE","Female"
"DANIEL BENJAMIN","DANIEL","Male"
"BETSEY STEVENSON","BETSEY","Female"
"SUSAN HOUSEMAN","SUSAN","Female"
"MARIE-CLAIRE VILLEVAL","MARI","Female"
"SABRINA TEYSSIER","SABRINA","Female"
"THOMAS HOLMES","THOMAS","Male"
"LISA KAHN","LISA","Female"
"ALEXANDRE MAS","ALEXANDRE","Male"
"YONA RUBENSTEIN","YONA","Male"
"GUY MICHAELS","GUY","Male"
"JACOB VIGDOR","JACOB","Male"
"HONG KANG","HONG","Unknown"
"PETER MEYER","PETER","Male"
"ROBERT D. MOHR","ROBERT","Male"
"KATHRYN ZEILER","KATHRYN","Female"
"CHARLES PLOTT","CHARLES","Male"
"YEON-KOO CHE","YEO","Male"
"WALLACE MULLIN","WALLACE","Male"
"JAMES PRIEGER","JAMES","Male"
"THOMAS MILES","THOMAS","Male"
"ERIC TALLEY","ERIC","Male"
"JOHN ROMLEY","JOHN","Male"
"ABRAHAM WICKELGREN","ABRAHAM","Male"
"GUIDO MENZIO","GUIDO","Male"
"LUISA FUSTER","LUISA","Female"
"ANDRES EROSA","ANDRES","Male"
"BJOERN BRUEGEMANN","BJOERN","Male"
"VERONICA GUERRIERI","VERONICA","Female"
"MANOLIS GALENIANOS","MANOLIS","Male"
"PHILIPP KIRCHER","PHILIPP","Male"
"ANDY POSTLEWAITE","ANDY","Male"
"FRANCISCO GONZALEZ","FRANCISCO","Male"
"GUILLAUME VANDENBROUCKE","GUILLAUME","Male"
"ROGER FARMER","ROGER","Male"
"MARCUS HAGEDORN","MARCUS","Male"
"IOURII MANOVSKII","IOURII","Male"
"R. JASON FABERMAN","JASON","Male"
"ADAM ASHCRAFT","ADAM","Male"
"MICHAEL EHRMANN","MICHAEL","Male"
"MARCEL FRATZSCHER","MARCEL","Male"
"SEN DONG","SEN","Male"
"ANNAMARIA LUSARDI","ANNAMARIA","Female"
"FRANCISCO TORRALBA","FRANCISCO","Male"
"JAY SHAMBAUGH","JAY","Male"
"HENNING BOHN","HENNING","Male"
"DENIS LAWRENCE","DENIS","Male"
"ERWIN DIEWERT","ERWIN","Male"
"MAURICE KUGLER","MAURICE","Male"
"MARCELA ESLAVA","MARCELA","Female"
"JUNFU ZHANG","JUNFU","Male"
"B.K. ATROSTIC","ATROSTI","Unknown"
"SANG V. NGUYEN","SANG","Male"
"ELLEN DULBERGER","ELLEN","Female"
"MATTHEW J. SLAUGHTER","MATTHEW","Male"
"MINJAE SONG","MINJAE","Male"
"ROBERT SUMMERS","ROBERT","Male"
"ANDREA ICHINO","ANDREA","Male"
"RICHARD FREEMAN","RICHARD","Male"
"ALISDAIR MCKAY","ALISDAIR","Male"
"STEPHEN OLINER","STEPHEN","Male"
"JAMES TYBOUT","JAMES","Male"
"ERIC BOND","ERIC","Male"
"JEREMY NALEWAIK","JEREMY","Male"
"BERTHOLD HERRENDORF","BERTHOLD","Male"
"KEVIN J. FOX","KEVIN","Male"
"MARK ROBERTS","MARK","Male"
"JAN DE LOECKER","JAN","Male"
"HOLGER SIEG","HOLGER","Male"
"NENG WANG","NENG","Male"
"SAKU AURA","SAKU","Male"
"THOMAS DAVIDOFF","THOMAS","Male"
"KUZEY YILMAZ","KUZEY","Male"
"HANMING FANG","HANMING","Male"
"GRACE WONG","GRACE","Female"
"WILL GOETZMANN","WILL","Male"
"HENRY POLLAKOWSKI","HENRY","Male"
"TRACEY SESLEN","TRACEY","Female"
"CHRIS MAYER","CHRIS","Male"
"MATS WILHELMSSON","MATS","Male"
"ROLAND ANDERSSON","ROLAND","Male"
"BRADLEY HEIM","BRADLEY","Male"
"DAN HUNGERMAN","DAN","Male"
"KOSALI SIMON","KOSALI","Female"
"ROBIN MCKNIGHT","ROBIN","Female"
"MARCOS CHAMON","MARCOS","Male"
"ESWAR PRASAD","ESWAR","Male"
"JOHN BAILEY JONES","JOHN","Male"
"ENRICO RETTORE","ENRICO","Male"
"AGAR BRUGIAVINI","AGAR","Female"
"THOMAS HINTERMAIER","THOMAS","Male"
"WINFRIED KOENIGER","WINFRIED","Male"
"MANUELA ANGELUCCI","MANUELA","Female"
"GIACOMO DE GIORGI","GIACOMO","Male"
"DMYTRO HRYSHKO","DMYTRO","Male"
"GENEVIEVE VERDIER","GENEVIEVE","Female"
"JUAN CARLOS CORDOBA","JUAN","Male"
"YANN ALGAN","YANN","Male"
"XAVIER RAGOT","XAVIER","Male"
"SAGIRI KITAO","SAGIRI","Female"
"CHRISTIAN GOLLIER","CHRISTIAN","Male"
"JUNMIN WAN","JUNMIN","Male"
"CHARLES YUJI HORIOKA","CHARLES","Male"
"JONATHAN SKINNER","JONATHAN","Male"
"VIVIAN HO","VIVIAN","Female"
"MARIO CATALAN","MARIO","Male"
"ALEXANDER W. HOFFMAISTER","ALEXANDER","Male"
"JAIME GUAJARDO","JAIME","Male"
"RUCKER JOHNSON","RUCKER","Male"
"ROBERT SCHOENI","ROBERT","Male"
"ALLAN BEGOSH","ALLAN","Male"
"RANDALL LUTTER","RANDALL","Male"
"JOHN GOLDSMITH","JOHN","Male"
"ROBERT WEATHERS II","ROBERT","Male"
"RICHARD BURKHAUSER","RICHARD","Male"
"MELINDA HENNE","MELINDA","Female"
"M. KATE BUNDORF","KATE","Female"
"TODD STINEBRICKNER","TODD","Male"
"TIMOTHY WAIDMAN","TIMOTHY","Male"
"SEAMUS SMYTH","SEAMUS","Male"
"PHILLIP LEVINE","PHILLIP","Male"
"SUSAN ROHWEDDER","SUSAN","Female"
"ALAN AUERBACH","ALAN","Male"
"JEAN-OLIVIER HAIRAULT","JEA","Male"
"THEPTHIDA SOPRASEUTH","THEPTHIDA","Female"
"FRANCOIS LANGOT","FRANCOIS","Male"
"MATHIS SCHROEDER","MATHIS","Male"
"JIM SMITH","JIM","Male"
"TATIANA ANDREYEVA","TATIANA","Female"
"JESSICA WOLPAW REYES","JESSICA","Female"
"ALBERTO HOLLY","ALBERTO","Male"
"ESTELLE MARTIN","ESTELLE","Female"
"KARINE LAMIRAUD","KARINE","Female"
"KONRADE VON BREMEN","KONRADE","Female"
"CAROL PROPPER","CAROL","Female"
"EMMA HALL","EMMA","Female"
"SUSAN BUSCH","SUSAN","Female"
"DAVID H. HOWARD","DAVID","Male"
"RHIANNON PATTERSON","RHIANNON","Female"
"GREGORY MILLS","GREGORY","Male"
"LORENZO GARLAPPI","LORENZO","Male"
"VICTOR-ANGEL DEMIGUEL","VICTO","Male"
"ANDREW DUBINSKY","ANDREW","Male"
"PAOLO SODINI","PAOLO","Male"
"LAURENT CALVET","LAURENT","Male"
"SYDNEY LUDVIGSON","SYDNEY","Female"
"MARIANO CROCE","MARIANO","Male"
"KERRY BACK","KERRY","Male"
"HONGJUN YAN","HONGJUN","Male"
"ERICA LI","ERICA","Female"
"DMITRY LIVDAN","DMITRY","Male"
"ERNST SCHAUMBURG","ERNST","Male"
"ZHI DA","ZHI","Male"
"AMIYATOSH PURNANANDAM","AMIYATOSH","Male"
"EVAN ANDERSON","EVAN","Male"
"JENNIFER JUERGENS","JENNIFER","Female"
"RUI ALBUQUERQUE","RUI","Male"
"PING HE","PING","Male"
"GEORGE PENNACHI","GEORGE","Male"
"GIANNI DE NICOLO","GIANNI","Male"
"ABU AL JALAL","ABU","Male"
"BORJA LARRAIN","BORJA","Male"
"KARL WALENTIN","KARL","Male"
"ZHIGUO HE","ZHIGUO","Male"
"ADRIEN VERDELHAN","ADRIEN","Male"
"MICHAEL ROBERTS","MICHAEL","Male"
"AMIR SUFI","AMIR","Male"
"LUCA BENZONI","LUCA","Male"
"DIMITRIS CHRISTELIS","DIMITRIS","Male"
"JOHN AMERIKS","JOHN","Male"
"WANCHUAN LIN","WANCHUAN","Female"
"ERNESTO VILLANUEVA","ERNESTO","Male"
"DIANE WHITMORE SCHANZENBACH","DIANE","Female"
"KEN CHAY","KEN","Male"
"DOUG ALMOND","DOUG","Male"
"GRANT MILLER","GRANT","Male"
"STAV GAON","STAV","Male"
"HOLGER MUELLER","HOLGER","Male"
"REBECCA ZARUTSKIE","REBECCA","Female"
"ALON BRAV","ALON","Male"
"RONI MICHAELY","RONI","Male"
"HENRIK CRONQVIST","HENRIK","Male"
"RUEDIGER FAHLENBRACH","RUEDIGER","Male"
"VIDHI CHHAOCHHARI","VIDHI","Female"
"YANIV GRINSTEIN","YANIV","Male"
"FADI KANAAN","FADI","Male"
"JARAD HARFORD","JARAD","Male"
"RONALD MASULIS","RONALD","Male"
"MICHAEL BRADLEY","MICHAEL","Male"
"WEI JIANG","WEI","Female"
"RANDAL A. HERON","RANDAL","Male"
"ERIK LIE","ERIK","Male"
"STEVEN KAPLAN","STEVEN","Male"
"STUART GILLAN","STUART","Male"
"JULIAN FRANKS","JULIAN","Male"
"STEFANO ROSSI","STEFANO","Male"
"COLIN MAYER","COLIN","Male"
"ADAIR MORSE","ADAIR","Female"
"RADEK SZULGA","RADEK","Male"
"SUNG WON KANG","SUNG","Male"
"ERIC HILT","ERIC","Male"
"RON ALQUIST","RON","Male"
"MINDY MILLER","MINDY","Female"
"FILIPPO OCCHINO","FILIPPO","Male"
"ERIC ZOLT","ERIC","Male"
"KOLEMAN STRUMPF","KOLEMAN","Male"
"SAMUEL ALLEN","SAMUEL","Male"
"JOSH ROSENBLOOM","JOSH","Male"
"TOM WEISS","TOM","Male"
"LATIKA CHAUDHARY","LATIKA","Female"
"PETER TEMIN","PETER","Male"
"JOE KABOSKI","JOE","Male"
"TREVON LOGAN","TREVON","Male"
"DAVID COWEN","DAVID","Male"
"ROBERT WRIGHT","ROBERT","Male"
"ZORINA KHAN","ZORINA","Female"
"ART CARDEN","ART","Male"
"EMMANUEL FARHI","EMMANUEL","Male"
"NOBUHIRO KIYOTAKI","NOBUHIRO","Male"
"FRANCISCO BUERA","FRANCISCO","Male"
"JOSEPH KABOSKI","JOSEPH","Male"
"BURHANETTIN KURUSCU","BURHANETTIN","Male"
"Â  MICHELE BOLDRIN","MICHELE","Female"
"Â  HOYT BLEAKLEY","HOYT","Male"
"Â  RODOLFO MANUELLI","RODOLFO","Male"
"EMILIE ROVITO","EMILIE","Female"
"Â  PAUL ROMER","PAUL","Male"
"JOSHUA GREENFIELD","JOSHUA","Male"
"Â  GUILLAUME VANDENBROUCKE","GUILLAUME","Male"
"MOSHE HAZAN","MOSHE","Male"
"TATYANA KORESHKOVA","TATYANA","Female"
"Â  ANANTH SESHADRI","ANANTH","Male"
"CARL SHAPIRO","CARL","Male"
"JOSEPH FARRELL","JOSEPH","Male"
"UFUK AKCIGIT","UFUK","Male"
"MARK SCHANKERMAN","MARK","Male"
"MICHAEL NOEL","MICHAEL","Male"
"JAMES BESSEN","JAMES","Male"
"CLAUDE BERREBI","CLAUDE","Male"
"EFFIE BENMELECH","EFFIE","Female"
"CHARLES CLOTFELTER","CHARLES","Male"
"ANTONIO SPILIMBERGO","ANTONIO","Male"
"ALEX GELBER","ALEX","Male"
"JACOB KLERMAN","JACOB","Male"
"DAVID LOUGHRAN","DAVID","Male"
"CLEMENS SIALM","CLEMENS","Male"
"EFRAIM BENMELECH","EFRAIM","Male"
"MATT GENTZKOW","MATT","Male"
"JOHN TYLER","JOHN","Male"
"MAGNUS LOFSTROM","MAGNUS","Male"
"DANIEL LANG","DANIEL","Male"
"ROBERT GILCHRIST","ROBERT","Male"
"JAMES WEST","JAMES","Male"
"SCOTT CARRELL","SCOTT","Male"
"RICHARD FULLERTON","RICHARD","Male"
"JOHN WILLETT","JOHN","Male"
"RICHARD MURNANE","RICHARD","Male"
"RAEGEN MILLER","RAEGEN","Male"
"MARK DICKIE","MARK","Male"
"M. SCOTT TAYLOR","SCOTT","Male"
"ANNE SMITH","ANNE","Female"
"DALLAS BURTRAW","DALLAS","Male"
"KAREN PALMER","KAREN","Female"
"MARK JACOBSEN","MARK","Male"
"ROGER VON HAEFEN","ROGER","Male"
"STEPHEN RYAN","STEPHEN","Male"
"LAWRENCE GOULDER","LAWRENCE","Male"
"WOLFRAM SCHLENKER","WOLFRAM","Male"
"ALIX PETERSON ZWANE","ALIX","Female"
"JESSICA LEINO","JESSICA","Female"
"ANDREW FOSTER","ANDREW","Male"
"FELIX OBERHOLZR-GEE","FELIX","Male"
"ROBERT STAVINS","ROBERT","Male"
"LUCAS DAVIS","LUCAS","Male"
"MASSIMILIANO MARCELLINO","MASSIMILIANO","Male"
"MIN WEI","MIN","Female"
"JAN GROEN","JAN","Male"
"REFET GUÌˆRKAYNAK","REFET","Unknown"
"MARCO LIPPI","MARCO","Male"
"MARIO FORNI","MARIO","Male"
"RICCARDO CRISTADORO","RICCARDO","Male"
"GIOVANNI VERONESE","GIOVANNI","Male"
"JOHN GEWEKE","JOHN","Male"
"RUSTAM IBRAGIMOV","RUSTAM","Male"
"ULRICH MUELLER","ULRICH","Male"
"ALEJANDRO JUSTINIANO","ALEJANDRO","Male"
"ANDREW PATTON","ANDREW","Male"
"KENNETH E. THORPE","KENNETH","Male"
"GORDON MCCORD","GORDON","Male"
"JOHN BRIDGES","JOHN","Male"
"GERHARD GLOMM","GERHARD","Male"
"ANGELA FERTIG","ANGELA","Female"
"BO MACINNIS","BO","Female"
"KOSALIE SIMON","KOSALIE","Female"
"JOHN MORAN","JOHN","Male"
"RAFAEL SILVEIRA","RAFAEL","Male"
"ALBERTO BISIN","ALBERTO","Male"
"ISAAC KLESHCHELSKI","ISAAC","Male"
"NIR JAIMOVICH","NIR","Male"
"NIR JAIMOVIC","NIR","Male"
"MICHELE BOLDRIN","MICHELE","Female"
"BENJAMIN OLKEN","BENJAMIN","Male"
"YISHAY MAOZ","YISHAY","Male"
"JO LIND","JO","Female"
"DANIEL CHEN","DANIEL","Male"
"PAT BAJARI","PAT","Male"
"JEREMY FOX","JEREMY","Male"
"WES HARTMANN","WES","Male"
"BRIAN VIARD","BRIAN","Male"
"JEAN-PIERRE DUBE","JEA","Male"
"SHAWN KLIMEK","SHAWN","Male"
"TIM DUNNE","TIM","Male"
"YI XU","YI","Male"
"JORDI JAUMANDREU","JORDI","Male"
"ULRICH DORASZELSKI","ULRICH","Male"
"HANH AHLEE","HANH","Female"
"LUIS GARICANO","LUIS","Male"
"STEVEN TADELIS","STEVEN","Male"
"WESLEY YIN","WESLEY","Male"
"KEITH MASKUS","KEITH","Male"
"ADAM JAFFE","ADAM","Male"
"BRIAN JACOB","BRIA","Female"
"AVI GOLDFARB","AVI","Male"
"WESLEY COHEN","WESLEY","Male"
"CLAIRE LELARGE","CLAIRE","Female"
"JIANDONG JU","JIANDONG","Male"
"KOSUKE AOKI","KOSUKE","Male"
"GIANLUCA BENIGNO","GIANLUCA","Male"
"SEBNEM KALEMLI-OZCAN","SEBNEM","Female"
"ROSS LEVINE","ROSS","Male"
"RODNEY RAMCHARAN","RODNEY","Male"
"BENT SORENSEN","BENT","Male"
"MARCELO OVIEDO","MARCELO","Male"
"NOURIEL ROUBINI","NOURIEL","Male"
"ENRIQUE MENDOZA","ENRIQUE","Male"
"ALBERTO MARTIN","ALBERTO","Male"
"DOIREANN FITZGERALD","DOIREANN","Female"
"THIERRY VERDIER","THIERRY","Male"
"DANIEL BERNHOFEN","DANIEL","Male"
"JAMES ANDERSON","JAMES","Male"
"ELIAS PAPAIOANNOU","ELIAS","Male"
"NIKOLAUS WOLF","NIKOLAUS","Male"
"PAUL BERGIN","PAUL","Male"
"NATALIE CHEN","NATALIE","Female"
"ANDREW SCOTT","ANDREW","Male"
"JENS ARNOLD","JENS","Male"
"JOZEF KONINGS","JOZEF","Male"
"MARY AMITI","MARY","Female"
"ALEJANDRO CUNAT","ALEJANDRO","Male"
"ABDURRAHMAN AYDEMIR","ABDURRAHMAN","Male"
"ANDREA WEBER","ANDREA","Female"
"MUTLU YUKSEL","MUTLU","Male"
"MARIA GUADALUPE","MARIA","Female"
"VINCENTE CUNÌƒAT","VINCENTE","Male"
"MARKUS JANTTI","MARKUS","Male"
"FREDERICK ANDERSSON","FREDERICK","Male"
"DAVID SCHKADE","DAVID","Male"
"RACHEL FRIEDBERG","RACHEL","Female"
"PETER KUHN","PETER","Male"
"CATHERINE WEINBERGER","CATHERINE","Female"
"ALEX MAS","ALEX","Male"
"BARBARA PETRONGOLO","BARBARA","Female"
"ANNE PIEHL","ANNE","Female"
"KRISTIN BUTCHER","KRISTIN","Female"
"YAEL HOCHBERG","YAEL","Female"
"JOHN DE FIGUEIRDO","JOHN","Male"
"JON WAINWRIGHT","JON","Male"
"W. BENTLEY MACLEOD","BENTLEY","Male"
"AARON EDLIN","AARON","Male"
"RICHARD CRASWELL","RICHARD","Male"
"RICHARD HOLDEN","RICHARD","Male"
"YASUTORA WATANABE","YASUTORA","Male"
"TODD KENDALL","TODD","Male"
"ROHAN PITCHFORD","ROHAN","Male"
"GILLIAN HADFIELD","GILLIAN","Female"
"NICOLE PERSICO","NICOLE","Female"
"JOHN C. DRISCOLL","JOHN","Male"
"PHILLIP KIRCHER","PHILLIP","Male"
"H. NAGARAJA","NAGARAJ","Male"
"ESPEN MOEN","ESPEN","Male"
"ALEKSANDER BERENTSEN","ALEKSANDER","Male"
"MIEN-YUN KUO","MIE","Female"
"ERIC SMITH","ERIC","Male"
"BALAZS SZENTES","BALAZS","Male"
"KELLY RAGAN","KELLY","Female"
"JAVIER MIRANDA","JAVIER","Male"
"MELVYN COLES","MELVYN","Male"
"MICHAEL KLEIN","MICHAEL","Male"
"MICHAEL ELSBY","MICHAEL","Male"
"CARLOS CARVALHO","CARLOS","Male"
"ERIC SIMS","ERIC","Male"
"ROBERT BARSKY","ROBERT","Male"
"WILLIAM TROOST","WILLIAM","Male"
"MARC GIANNONI","MARC","Male"
"ILIAN MIHOV","ILIAN","Male"
"ROBERT INKLAAR","ROBERT","Male"
"CHRISTINA WANG","CHRISTINA","Female"
"TAREK HARCHAOUI","TAREK","Male"
"BAOLINE CHEN","BAOLINE","Female"
"ROBERT YUSKAVAGE","ROBERT","Male"
"RANDALL KROSZNER","RANDALL","Male"
"BARRY BOSWORTH","BARRY","Male"
"PAUL SCHREYER","PAUL","Male"
"DONALD SIEGEL","DONALD","Male"
"DAVID PATON","DAVID","Male"
"LEIGHTON WILLIAMS","LEIGHTON","Male"
"THEODORE CRONE","THEODORE","Male"
"RICHARD VOITH","RICHARD","Male"
"MICHAEL HORRIGAN","MICHAEL","Male"
"STEVE OLINER","STEVE","Male"
"SUSAN COLLINS","SUSAN","Female"
"ANDERS ISAKSSON","ANDERS","Male"
"WEI CHI","WEI","Female"
"MARK UBELHART","MARK","Male"
"SAMIR RAZA","SAMIR","Male"
"ANDERS FREDERIKSEN","ANDERS","Male"
"GUIDO SCHWERDT","GUIDO","Male"
"RUDOLF WINTER-EBMER","RUDOLF","Male"
"JOSEF ZWEIMUÌˆLLER","JOSEF","Male"
"DEBDULAK MALLICK","DEBDULAK","Male"
"ZHENG LIU","ZHENG","Male"
"LOUIS PHANEUF","LOUIS","Male"
"RAM ACHARYA","RAM","Male"
"ROBERT J. GORDON","ROBERT","Male"
"IAN DEW-BECKER","IAN","Male"
"RUSSEL COOPER","RUSSEL","Male"
"GARY MADDEN","GARY","Male"
"ALESSANDRO SEMBENELLI","ALESSANDRO","Male"
"LUIGI BENFRATELLO","LUIGI","Male"
"DEAN AMEL","DEAN","Male"
"RICHARD SULLIVAN","RICHARD","Male"
"JOSEPH DEMASI","JOSEPH","Male"
"HENRY GRABOWSKI","HENRY","Male"
"EDWARD WOLFF","EDWARD","Male"
"CHRIS FORMAN","CHRIS","Male"
"YINGJIN HILA GAN","YINGJIN","Female"
"CHRIS DOWNING","CHRIS","Male"
"DWIGHT JAFFE","DWIGHT","Male"
"JOE GYOURKO","JOE","Male"
"BYRON LUTZ","BYRON","Male"
"MOHAMMAD ARZAGHI","MOHAMMAD","Male"
"J. VERNON HENDERSON","VERNON","Male"
"ANDREA PRAT","ANDREA","Male"
"LEIGH LINDEN","LEIGH","Male"
"LEAH BROOKS","LEAH","Female"
"NATHAN ANDERSON","NATHAN","Male"
"ARVIND RAJAN","ARVIND","Male"
"PIERRE COLLIN-DUFRESNE","PIERRE","Male"
"LIXIN HUANG","LIXIN","Male"
